id,type,question,faq_id_reference,expected_keywords,expected_answer_summary,difficulty,expected_behavior,answer_model,latency_seconds,keywords_proportion,similarity_answer,manual_pertinence,manual_hallucination,exactitude_score,hallucination_flag,pertinence_norm,latence_score,complexite_score,hallucinations_score,global_score
GS001,direct_match,Comment obtenir un acte de naissance ?,EC001,"['service-public.fr', 'mairie', 'lieu de naissance', 'gratuit', ""pièce d'identité""]","Demande en ligne, par courrier ou en mairie du lieu de naissance, gratuite, avec pièce d'identité",facile,," Bonjour, pour obtenir un acte de naissance, vous devez contacter l'état civil de la commune où le naissance a été enregistrée. Vous pourrez faire une demande en personne en apportant une preuve d'identité et une preuve de votre lien avec la personne mentionnée sur l'acte (par exemple, une preuve de parenté ou une preuve que vous êtes l'époux ou l'ancien époux de la personne). Vous pouvez également faire une demande par lettre recommandée ou par voie électronique en fournissant des documents appropriés. Les délais et les modalités exactes peuvent varier d'une commune à l'autre, je vous conseille donc de contacter directement l'état civil de la commune concernée pour plus d'informations.",7.478523133000635,0.0,0.48701420426368713,1,False,0.24350710213184357,False,0.5,0.11794506947887395,1.0,1.0,0.5407438910613842
GS002,direct_match,Quels sont les horaires de la déchetterie ?,DEC006,"['lundi', 'samedi', '9h', '12h', '14h', '18h', '17h', 'hiver']","Lundi au samedi 9h-12h et 14h-18h (17h en hiver), fermée dimanche et jours fériés",facile,," Bonjour, les horaires de la déchetterie de notre communauté de communes varient en fonction des saisons. Néanmoins, généralement, elle est ouverte du lundi au samedi de 8h00 à 12h00 et de 13h30 à 17h30. Je vous suggère de vous référer à notre site web ou de contacter directement le service des déchets pour des informations plus précises.",4.4662847219997275,0.5,0.4701124131679535,1,True,0.48505620658397675,True,0.5,0.1829396108796489,1.0,0.0,0.4229578036071403
GS003,direct_match,Comment s'inscrire sur les listes électorales ?,ELE001,"['service-public.fr', 'mairie', ""pièce d'identité"", 'justificatif de domicile']","En ligne, en mairie ou par courrier avec pièce d'identité et justificatif de domicile",facile,," Bonjour, pour s'inscrire sur les listes électorales en France, vous devez adresser une demande à votre mairie ou à votre centre des élections. Vous aurez besoin de vous identifier avec une pièce d'identité et de fournir votre adresse de résidence. Si vous êtes déjà inscrit et que vous souhaitez modifier vos informations, le processus est similaire. N'hésitez pas à contacter votre mairie ou votre centre des élections si vous avez des questions supplémentaires.",6.440678036999998,0.5,0.5072197914123535,1,False,0.5036098957061768,False,0.5,0.13439635407248307,1.0,1.0,0.6212424218227255
GS004,direct_match,Comment demander un permis de construire ?,URB001,"['mairie', '4 exemplaires', 'Cerfa', 'plan', '2 mois', '3 mois']","Dépôt en mairie en 4 exemplaires, formulaire Cerfa, plans requis, délai 2-3 mois",moyen,," Bonjour, pour demander un permis de construire dans la communauté de communes Val de Loire Numérique, vous devez contacter le service d'urbanisme de votre commune résidentielle. Ils vous fourniront les documents et procedures nécessaires à l'obtention de ce permis. N'hésitez pas à leur poser toutes vos questions pour une meilleure compréhension du processus.",6.669224846000361,0.0,0.4394391179084778,1,False,0.2197195589542389,False,0.5,0.13039127422656255,0.7,1.0,0.4904745588202561
GS005,direct_match,Quels déchets mettre dans le bac jaune ?,DEC004,"['emballages plastiques', 'bouteilles', 'métalliques', 'conserves', 'cartons', 'papiers']","Emballages plastiques, métalliques, briques alimentaires, papiers-cartons, vides mais non lavés",facile,," Bonjour, les déchets à mettre dans le bac jaune sont principalement les déchets plastiques, verres et métalliques, ainsi que les emballages en carton ou en papier lourd. Cependant, il est important de vérifier les symboles de tri mentionnés sur ces déchets avant de les jeter dans le bac jaune. N'hésitez pas à consulter le site web de votre commune ou de la communauté de communes Val de Loire Numérique pour plus d'informations détaillées.",6.379059306999807,0.16666666666666666,0.42390599846839905,1,False,0.29528633256753284,False,0.5,0.13551862891946076,1.0,1.0,0.5589136941081789
GS006,direct_match,Comment faire une procuration pour voter ?,ELE002,"['maprocuration.gouv.fr', 'commissariat', 'gendarmerie', 'même commune']","En ligne sur maprocuration.gouv.fr puis validation en commissariat/gendarmerie, mandataire même commune",moyen,," Bonjour, pour faire une procuration pour voter, vous devez adresser une demande écrite ou par voie électronique à la mairie de votre commune d'habitation avant la date limite fixée par la loi électorale. Vous devez préciser le nom et l'adresse du procurateur, ainsi que les élections pour lesquelles vous le désirez autoriser à voter au nom votre. Vous pouvez trouver plus d'informations sur le site internet de la préfecture de l'Indre et Loire ou en contactant directement la mairie de votre commune.",5.689750649000416,0.0,0.33991700410842896,1,True,0.16995850205421448,True,0.5,0.14948240262877663,0.7,0.0,0.2784099110105808
GS007,direct_match,Comment inscrire mon enfant à la crèche ?,ENF001,"['Relais Petite Enfance', 'dossier', ""pièces d'identité"", 'commission']","Inscription au Relais Petite Enfance avec dossier complet, attribution en commission",moyen,," Bonjour, pour inscrire votre enfant à une crèche dans notre communauté de communes Val de Loire Numérique, vous devez suivre les étapes suivantes :

1. Rechercher une crèche adaptée à vos besoins en termes de localisation, horaires et budget. Vous pouvez consulter notre site internet ou contacter notre service social pour obtenir des informations supplémentaires.
2. Contacter la crèche directement pour obtenir des informations sur les places disponibles, les documents à fournir et les délais d'inscription.
3. Réunir tous les documents demandés par la crèche, qui peuvent inclure des pièces justificatives d'identité, des documents de naissance de l'enfant, des preuves de résidence et des preuves de revenus.
4. Remplir les formulaires fournis par la crèche et les signer.
5. Laisser le personnel de la crèche traiter votre demande et vous informer des résultats.

Si vous avez des questions supplémentaires ou des difficultés à suivre ces étapes, n'hésitez pas à nous contacter. Bonjour.",9.566091350000534,0.0,0.5069980621337891,1,False,0.25349903106689453,False,0.5,0.09464237690884146,0.7,1.0,0.4952460658563946
GS008,direct_match,Comment créer une association loi 1901 ?,ASS001,"['greffe', 'préfecture', 'statuts', '44€', 'Journal Officiel']","Déclaration au greffe des associations, statuts signés, publication JO à 44€",moyen,," Bonjour, pour créer une association loi 1901, vous devez suivre les étapes suivantes :

1. Définir les objectifs et buts de l'association et rédiger les statuts.
2. Recruter au moins 7 membres fondateurs.
3. Choisir un président, un trésorier et un secrétaire.
4. Inscrire l'association au greffe du tribunal judiciaire dans le département où elle a son siège social.
5. Obtenir une carte IDE (Identifiant des œuvres d'intérêt général) et une déclaration de l'association à la Direction générale des Finances publiques (DGFIP).
6. Inscrire l'association auprès de l'Institut national de la statistique et des études économiques (INSEE).
7. Obtenir une autorisation de collecte si l'association souhaite collecter des fonds.
8. Inscrire l'association auprès des organismes compétents dans le domaine de son activité (par exemple, le ministère de la Culture pour une association culturelle).

Je vous souhaite bonne chance dans votre démarche de création d'association. Si vous avez d'autres questions, n'hésitez pas à me poser.",14.309447704999911,0.4,0.5802119970321655,1,True,0.4901059985160828,True,0.5,0.06531914274565306,0.7,0.0,0.3618296709666728
GS009,direct_match,Comment obtenir la carte mobilité inclusion ?,SOC003,"['MDPH', 'Cerfa', '4 à 6 mois', 'gratuite']","Demande à la MDPH via formulaire Cerfa, délai 4-6 mois, gratuit",moyen,," Bonjour, la carte Mobilité Inclusion est un titre de transport offert aux personnes handicapées ou à un accompagnant, qui leur permet d'utiliser gratuitement les transports en commun du réseau TCBL (Transports en Commun du Loiret). Pour obtenir cette carte, vous devez présenter les documents suivants :

- Une preuve de handicap (attestation médicale ou une décision administrative)
- Une preuve d'identité
- Une preuve de domicile

Vous pouvez demander cette carte au siège social du réseau TCBL, à Orléans, ou à votre agence de mobilité (si vous y êtes inscrit). Si vous avez des questions supplémentaires, n'hésitez pas à me poser elles.",7.4010890529998505,0.25,0.3163297474384308,1,True,0.2831648737192154,True,0.5,0.11903218662381887,0.7,0.0,0.30780429010933746
GS010,direct_match,Quels sont les tarifs de la cantine scolaire ?,ENF002,"['quotient familial', '1,50€', '5,50€', 'CAF']","Tarifs selon quotient familial CAF de 1,50€ à 5,50€ par repas",facile,," Bonjour, je suis désolé mais je ne dispose pas de l'information exacte sur les tarifs de la cantine scolaire. Vous pouvez contacter directement l'école ou la communauté de communes Val de Loire Numérique pour obtenir ces informations.",3.900665187999948,0.0,0.37066081166267395,1,False,0.18533040583133698,False,0.5,0.20405393179045525,1.0,1.0,0.5362072115179694
GS011,reformulation,"Je voudrais un extrait de naissance, comment faire ?",EC001,"['service-public.fr', 'mairie', 'lieu de naissance', 'gratuit']",Même réponse que pour acte de naissance,facile,," Bonjour, pour obtenir un extrait de naissance, vous devez adresser votre demande au service des archives administratives de votre commune de naissance. Vous pouvez le faire en présentant votre pièce d'identité et en payant la taxe de délivrance, généralement de 15 €. Si vous ne pouvez pas le faire en personne, vous pouvez également faire une demande par voie postale en joignant une copie de votre pièce d'identité et en payant la taxe par chèque ou transfert bancaire. Vous recevrez l'extrait par mail ou par la poste selon votre demande. Si vous avez des questions supplémentaires, n'hésitez pas à me poser elles.",6.9158465840000645,0.0,0.4934155344963074,1,True,0.2467077672481537,True,0.5,0.1263288758048007,1.0,0.0,0.3429616615451662
GS012,reformulation,C'est quoi les jours de ramassage des poubelles ?,DEC001,"['mardi', 'vendredi', 'mercredi', 'centre-ville', 'périphérie']","Mardi et vendredi centre-ville, mercredi quartiers périphériques",facile,," Bonjour, les jours de ramassage des poubelles varient selon le calendrier établi par la commune. Vous pouvez consulter ce calendrier sur le site web de votre commune ou en contactant le service des déchets de votre communauté de communes Val de Loire Numérique.",3.2414463129998694,0.0,0.4861396551132202,1,False,0.2430698275566101,False,0.5,0.23576863319831223,1.0,1.0,0.5582862432467299
GS013,reformulation,On peut jeter quoi dans la poubelle de recyclage ?,DEC004,"['emballages', 'plastique', 'métal', 'carton', 'papier']","Emballages plastiques, métalliques, cartons, papiers",facile,," Bonjour, vous pouvez jeter dans la poubelle de recyclage du plastique bouteilles et contenants en plastique, le papier, le carton, les canettes en aluminium et les boîtes en aluminium. N'oubliez pas de les nettoyer avant de les jeter. Vous pouvez également y jeter les emballages en carton ondulé et les emballages en verre transparent ou verre bleu. Les bouteilles en verre vertes ne doivent pas être jetées dans la poubelle de recyclage, elles doivent être jetées dans la poubelle ordinaire.",7.67432152299989,0.8,0.5742061138153076,1,True,0.6871030569076538,True,0.5,0.11528279155303484,1.0,0.0,0.4734233358052513
GS014,reformulation,"J'ai perdu mon permis de conduire, que dois-je faire ?",DIV003,"['ANTS', 'duplicata', 'photo', '25€']","Demande de duplicata sur ANTS, 25€, 2-3 semaines",moyen,," Bonjour, pour récupérer votre permis de conduire, vous devez contacter la Préfecture ou le service des permis de conduire de votre commune. Ils vous donneront les instructions à suivre pour renouveler ou réobtenir votre permis. Si vous avez des difficultés financières ou médicales, vous pouvez demander une aide sociale. Je suis désolé, je ne peux pas vous donner des informations plus précises sans savoir dans quelle commune vous habitez.",6.443309350999698,0.0,0.3083706200122833,0,False,0.15418531000614166,False,0.0,0.13434884308089273,0.7,1.0,0.3714079194639764
GS015,reformulation,"Je déménage, comment prévenir les impôts ?",FIS003,"['impots.gouv.fr', 'profil', 'déclaration', 'service-public.fr']",En ligne sur impots.gouv.fr ou lors de la déclaration annuelle,facile,," Bonjour, pour prévenir les impôts lors d'un déménagement, il faut communiquer sa nouvelle adresse au service des impôts des finances locales (Direction des Finances Publiques) dans le délai de deux mois suivant la date de la prise de possession de la nouvelle résidence. Vous pouvez le faire en ligne sur le site internet des impôts, en postant une lettre ou en appelant le service. Il est important de garder la preuve de cette déclaration. Si vous avez des questions supplémentaires, n'hésitez pas à me poser.",5.348393344999749,0.25,0.6130017042160034,1,False,0.4315008521080017,False,0.5,0.15752017016835296,1.0,1.0,0.6030782811576535
GS016,reformulation,"Ma fille a 3 ans, je dois l'inscrire à la maternelle ?",ENF004,"['obligatoire', '3 ans', 'janvier', 'mars', 'mairie']","Oui instruction obligatoire dès 3 ans, inscription en mairie de janvier à mars",moyen,," Bonjour, en France, les enfants doivent être inscrits à l'école maternelle l'année suivant leur troisième anniversaire. C'est-à-dire qu'il est temps de l'inscrire à la maternelle lorsqu'elle a 3 ans et demi. Vous pouvez vous renseigner auprès de l'établissement scolaire le plus proche de votre domicile pour obtenir les détails pratiques de l'inscription.",4.727659666000363,0.2,0.48714080452919006,2,False,0.343570402264595,False,1.0,0.1745913790821133,0.7,1.0,0.6342598275416955
GS017,reformulation,"Je veux vendre ma voiture, il me faut quoi comme papier de non-gage ?",DIV007,"['certificat', 'situation administrative', 'ANTS', 'Histovec', 'gratuit']","Certificat de situation administrative sur ANTS ou Histovec, gratuit et immédiat",facile,," Bonjour, pour vendre votre voiture, il n'y a pas besoin de papier de non-gage spécifique. Cependant, il est important de délivrer les documents suivants à l'acheteur :

1. Le livret de circulation (carte grise)
2. Le titre de propriété
3. Le certificat d'immatriculation (FEC)
4. Le certificat d'assurance
5. Le certificat de contrôle technique (si le véhicule est plus de 4 ans)

Si vous avez un prêt sur la voiture, il est préconisable de demander à votre banque ou à votre organisme de crédit de délivrer un certificat de règlement de dette (CIRC) pour prouver que le véhicule est libéré de tout prêt.

Si vous souhaitez vendre votre voiture à une entreprise de location avec option d'achat (ELO), il est possible qu'elles demandent un certificat de non-encours de poursuites judiciaires. Vous pouvez obtenir ce document auprès de la cour d'instance compétente.

Je vous souhaite une bonne vente de votre voiture. Si vous avez d'autres questions, n'hésitez pas à me poser.",11.299632633000328,0.4,0.4381101131439209,0,True,0.41905505657196046,True,0.0,0.08130324131120521,1.0,0.0,0.2879120031682689
GS018,reformulation,Il y a des bus qui passent par chez nous ? Où voir les horaires ?,TRA003,"['rémi', 'application', 'office de tourisme', 'mairie']","Horaires sur site rémi, application, office de tourisme ou mairie",facile,," Bonjour, pour obtenir des informations sur les horaires des bus qui passent par votre résidence, je vous invite à consulter le site web de notre réseau de transports en commun, TransloireVal, ou à contacter notre service clientèle directement au 02 41 01 65 65. Les horaires et les lignes sont également disponibles sur l'application TransloireVal, que vous pouvez télécharger sur Google Play ou l'App Store.",4.766636985000332,0.25,0.5054169297218323,0,True,0.37770846486091614,True,0.0,0.17341129719125928,1.0,0.0,0.2893242340369637
GS019,reformulation,"Mon voisin a une fuite d'eau dans la rue, qui appeler ?",EAU002,"['service des eaux', 'téléphone', 'urgence', '24h/24']","Appeler le service des eaux, numéro urgences disponible 24h/24",facile,," Bonjour, vous devrez appeler le service d'urgence de votre commune ou de votre syndicat de régimentation pour signaler la fuite d'eau dans la rue. Ils seront en mesure de vous fournir des renseignements supplémentaires ou d'envoyer une équipe pour réparer le problème.",3.407532555999751,0.25,0.6075665950775146,1,False,0.4287832975387573,False,0.5,0.22688431390909425,1.0,1.0,0.6126676363479914
GS020,reformulation,"Pour le mariage civil, c'est quoi la liste des papiers à donner ?",EC002,"[""pièce d'identité"", 'justificatif de domicile', 'acte de naissance', 'témoins', '1 mois']","Pièce d'identité, justificatif domicile, acte de naissance, liste témoins, dépôt 1 mois avant",moyen,," Bonjour, pour un mariage civil en France, les documents suivants sont généralement nécessaires :

1. Une preuve d'âge (passeport ou acte de naissance)
2. Une preuve d'identité (passeport ou carte d'identité)
3. Une preuve de nationalité (passeport ou acte de naissance)
4. Une preuve de domicile (facture d'électricité, de gaz, de taxe d'habitation, de loyer, etc.)
5. Une preuve de situation familiale actuelle (acte de naissance des enfants, acte de décès d'un époux, etc.)
6. Une preuve de capacité à contracter des obligations (salaire, déclaration des impôts sur le revenu, etc.)
7. Une preuve de résidence en France (facture d'électricité, de gaz, de taxe d'habitation, de loyer, etc.)
8. Une preuve de séjour en France (visa, titre de séjour, etc.)

Cependant, les exigences peuvent varier en fonction des circonstances particulières, donc il est important de consulter le greffe de l'état civil local pour obtenir des informations plus précises.

Si vous avez d'autres questions sur des sujets relatifs à notre communauté de communes, n'hésitez pas à me poser.",12.883202049999454,0.2,0.4564988911151886,1,False,0.3282494455575943,False,0.5,0.0720294926486386,0.7,1.0,0.5142792575645742
GS021,hors_sujet,Quelle est la capitale de l'Australie ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne suis pas en mesure de répondre à cette question. Je suis un assistant municipal français expert de la communauté de communes Val de Loire Numérique et mon but est de répondre exclusivement aux questions relatives aux sujets : état civil, urbanisme, déchets, transports, petite-enfance, social, vie associative, élections, logement, culture/sport, fiscalité, eau/assainissement. La question actuelle ne traite pas de ces sujets.",4.885319490000256,0.0,0.5119848251342773,2,False,0.25599241256713867,False,1.0,0.16991430995362267,1.0,1.0,0.652284870263185
GS022,hors_sujet,Comment faire une tarte aux pommes ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne peux pas vous donner des informations sur la cuisine, y compris comment faire une tarte aux pommes. Nous ne traitons pas de sujets liés à la cuisine dans notre communauté de communes.",2.973654723999971,0.0,0.4892803430557251,2,False,0.24464017152786255,False,1.0,0.2516574965510283,1.0,1.0,0.661140675941013
GS023,hors_sujet,Quel est le meilleur smartphone en 2025 ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne suis pas en mesure de répondre à cette question. Les informations sur le meilleur smartphone en 2025 n'existent pas actuellement.",2.6331597640000837,0.0,0.40423837304115295,2,False,0.20211918652057648,False,1.0,0.2752425065114689,1.0,1.0,0.6519221319328933
